"entrez","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"11218",230.15474821226792,-0.5266080820434087,0.21877044116583727,-2.4071262974883223,0.016078608339125854,0.027807684331193346,"DDX20"
"267010",4686.3241077707735,1.770539503448899,0.7358322698438281,2.406172678217382,0.016120642912488634,0.027877356222920754,"RNU12"
"339541",9.207596431117512,-1.3177791325403172,0.5477832966912568,-2.4056577491501128,0.016143380601356547,0.02791061744338714,"ARMH1"
"84838",173.8341903099116,0.7488171786866904,0.3112688857220377,2.4056923548580507,0.016141851636323628,0.02791061744338714,"ZNF496"
"442319",4.630910230822809,2.9007287960767885,1.2061978442097427,2.4048532419465904,0.016178961598149987,0.02796909897805182,"ZNF727"
"197131",363.7061736204508,0.4223368366485525,0.17562254262572136,2.4047985545262103,0.016181382762487703,0.02797024955755171,"UBR1"
"23369",905.5559813808369,0.319429684045238,0.13284195132461826,2.4045844016899904,0.0161908669700369,0.02798360735155434,"PUM2"
"829",2471.0811169633475,-0.6701727145952362,0.2787385665556317,-2.404305664897938,0.016203218731020173,0.02800191786773114,"CAPZA1"
"51566",596.9823377808603,-0.6799412090233563,0.2829976326628065,-2.4026392115919593,0.016277237759184746,0.028126784379537025,"ARMCX3"
"5283",309.78930758407785,0.3879633573894408,0.1615221494465568,2.4019204717047624,0.016309253703971165,0.02817905108032411,"PIGH"
"54955",146.63601155673035,0.38629773426665176,0.16086613114205625,2.401361501791346,0.01633419100321802,0.028219077321976743,"AIRIM"
"51283",711.5093556707154,0.38303934169695164,0.1596230478913022,2.399649341101344,0.016410784142187596,0.028348326244533532,"BFAR"
"6610",78.1450153823192,-0.7575187079559033,0.3156935451599389,-2.399538158349496,0.01641576877044528,0.02835386253802409,"SMPD2"
"142940",466.227087109283,0.70758612131871,0.29493125035448126,2.399156143908976,0.01643290566491743,0.0283803851548471,"TRUB1"
"84897",240.0215943251984,-0.4158905759444877,0.17335232919948476,-2.3991057856851907,0.01643516587076682,0.028381212080322675,"TBRG1"
"23271",719.3948107340891,0.45984046443502113,0.19171962947324134,2.3985048672295806,0.01646215770719883,0.0284247422337804,"CAMSAP2"
"23368",91.90121976332885,1.1125094924532122,0.46408290476321856,2.3972214469326976,0.016519936338891088,0.02852141588114573,"PPP1R13B"
"222537",4.580269697191821,-3.3191387509746817,1.3847555408719154,-2.396913139545754,0.016533842613609136,0.028542331836604266,"HS3ST5"
"9899",1.865481273590155,3.814213663526461,1.59153705248989,2.3965597643858123,0.016549794325157414,0.02856677390990335,"SV2B"
"1060",255.65656869960947,0.42498701603721745,0.17734467932609826,2.396389999700858,0.0165574624798205,0.028576913901906646,"CENPC"
"80325",30.331909837849903,-0.8025823612641036,0.33496085110065177,-2.396048250495211,0.016572908521583045,0.02860047428139743,"ABTB1"
"402682",16.20049991122035,1.2005789629274948,0.5011213415591145,2.395784939416453,0.01658481802440889,0.028617927083817007,"UFSP1"
"11279",4.521455564084477,-1.8475309176433392,0.7712076775318295,-2.3956334609584946,0.016591672767187288,0.028620455882073178,"KLF8"
"27000",508.8215125061804,0.3223949942957769,0.13457573044811255,2.395639936133065,0.01659137969999776,0.028620455882073178,"DNAJC2"
